ticker,security,rec,,yahoo diagram,outlook,rating,use,trust,upward_trend,outlook_date,sector,industry,webscrape_date,net_income,ft_employee,div_yield,one_year,three_year,five_year,ten_year,fifteen_year,avg,rd,peg,profit_margin,roa,roe
DRI,Darden Restaurants,,,,58,,0,0,,8/4/18,Consumer Cyclical,Restaurants,12/27/20,,,1.09,9.74,9.07,14.95,12.07,9.48,,,2.8,-2.6,-1.92,-7.86
DTE,DTE Energy,,,,69,,1,0,,8/4/18,Utilities,Utilities - Regulated Electric,12/27/20,,,3.22,-3.37,6.49,11.51,12.72,9.1,,,3,11.28,3.28,11.78
DUK,Duke Energy,,,,56,,1,0,,8/4/18,Utilities,Utilities - Regulated Electric,12/27/20,,,4.12,3.61,6.22,8.38,8.74,5.26,,,4.1,8.37,1.28,4.57
SHOP,Shopify,2.5,0%,earnings,81,4.2,,yes,yes,11/3/20,,,1/1/21,196,nan,—,184.71,123.79,113.03,—,—,140.51,496,0,7.99,3.69,4.37
DVN,Devon Energy,,,,20,,1,0,,8/4/18,Energy,Oil & Gas E&P,12/27/20,,,2.86,-39.68,-26.27,-11.94,-12,-6.19,,,4.1,-62.68,-26.05,-67.33
DXC,DXC Technology,,,,,,,,,,Technology,Information Technology Services,12/27/20,,,1.92,-38.23,-29.65,0.95,4.49,2.94,,,0,-20.44,-14,-59.64
MSFT,Microsoft,,,"innovation, hiring, earnings",75,4.3,0,0,yes,11/3/20,Technology,Software - Infrastructure,12/28/20,47496,,0.98,42.86,38.76,32.98,23.65,15.74,,19630,2.6,32.29,16.38,41.4
DYNT,Dynatronics,,,,,,,,,,,,1/1/21,-4,nan,—,-2.42,-34.51,-22.83,-12.7,-13.55,,—,0,-9.81,-12.17,-47.88
EA,Electronic Arts,,,,68,,0,0,maybe,8/4/18,Technology,Electronic Gaming & Multimedia,12/29/20,1314,,,29.94,10.19,15.28,24.19,6.8,,1650,4,23.51,11.91,17.25
EADSF,Airbus,,,,55,4.1,0,0,yes,9/8/19,Industrials,Aerospace & Defense,1/1/21,-6234,nan,—,-22.93,5.18,11.53,18.02,—,,3240,0,-11.44,-5.48,-187.74
EBAY,eBay,,,,50,,1,0,,8/4/18,Consumer Cyclical,Specialty Retail,12/27/20,5378,,1.27,40.18,10.77,13.16,12.14,4.72,,1293,0.8,45.56,28.96,173.76
ECA,Encana Corporation,,,,,,,,,,Energy,Oil & Gas E&P,,,,,,,,,,,,,,,
SQ,Square,2.4,-5%,"innovation, hiring, sustainability, earnings",74,4,yes,yes,maybe,11/3/20,,,1/1/21,310,nan,—,247.89,84.47,75.45,—,—,135.9366667,802,4.4,4.05,5.12,18.72
ECPG,Encore Capital Group,,,,,,,,,,,,1/1/21,218,nan,—,10.15,-2.56,6.02,5.21,5.54,,—,0.2,14.84,4.61,21.28
ED,Consolidated Edison,,,,54,,1,0,,8/4/18,Utilities,Utilities - Regulated Electric,12/27/20,,,4.01,-18.03,-2.18,5.53,6.95,5.77,,,4.6,11.06,2.34,7.42
EDIT,Editas Medicine,,,,,,,,no,,,,,,,,,,,,,,,,,,
XIACY,Xiaomi,,,,63,3.8,,,no,,Technology,Consumer Electronics,12/29/20,11628,,,193.53,—,—,—,—,,8115,1.7,5.45,6.52,13.97
ADSK,Autodesk,,,,64,,,0,yes,8/4/18,Technology,Software - Application,1/1/21,429,nan,—,66.43,42.81,38.04,23.1,13.97,,900,1.8,nan,nan,nan
NVDA,Nvidia,2.1,12%,"innovation, hiring, earnings",87,4.8,yes,0,yes,11/3/20,Technology,Semiconductors,12/28/20,3826,,0.12,118.08,38.75,73.58,42.74,28.27,76.80333333,3516,2.9,25.89,17.92,28.82
EIX,Edison International,,,,46,,1,0,,8/4/18,Utilities,Utilities - Regulated Electric,12/27/20,,,4.16,-13.47,2.19,4.07,7.63,4.67,,,5.6,2.66,0.54,2.65
AAPL,Apple,2,-3%,"innovation, hiring, sustainability, earnings",76,4.2,yes,0,yes,11/3/20,Technology,Consumer Electronics,12/24/20,57411,147000,0.68,85.59,44.94,37.7,27.96,30.12,56.07666667,18752,3.3,20.91,17.33,73.69
EME,EMCOR Group,,,,,,,,,,Industrials,Engineering & Construction,12/27/20,,,0.37,5.33,4.13,14.36,12.35,12.05,,,0,1.57,2.99,7.04
EMN,Eastman Chemical,,,,62,,1,0,,8/4/18,Basic Materials,Chemicals,12/27/20,472,,2.71,31.59,5.5,10.35,11.21,10.87,,229,5.9,5.56,2.94,7.8
EMR,Emerson Electric,,,,56,,1,0,,8/4/18,Industrials,Diversified Industrials,12/27/20,,,2.61,7.73,7.24,13.21,5.49,6.87,,,2.8,11.71,9.06,23.62
ENB,Enbridge,,,,23,,1,0,,8/4/18,Energy,Oil & Gas Midstream,12/27/20,,,7.8,-12.52,0.23,4.78,5.71,8.23,,,0,4.72,1.19,3.28
ENLC,EnLink Midstream,,,,,,,,,,Energy,Oil & Gas Midstream,12/27/20,,,12.67,-30.71,-27.82,-12.06,2.47,-2.41,,,0,-30.26,-12.69,-49.59
DE,Deere,,,,73,4.1,1,0,maybe,9/8/19,Industrials,Farm & Construction Equipment,12/27/20,2751,,1.16,56.02,20.83,29.11,13.35,15.27,,1644,1.8,7.8,3.72,22.6
ENR,Energizer,,,,,,,,,,,,12/27/20,,,2.86,-12.13,-1.32,7.16,—,—,,,0,-3.99,-1.96,-25.68
ENS,EnerSys,,,,48,,1,0,,8/4/18,Technology,Electronic Components,12/27/20,,,0.86,11.4,6.67,8.7,10.42,13.16,,,1.6,3.27,2.92,7.04
EOG,EOG Resources,,,,57,,1,0,,8/4/18,Energy,Oil & Gas E&P,12/27/20,,,3.01,-39.13,-21.01,-5.92,2.11,2.79,,,5.8,-2.72,-0.85,-1.48
EPD,Enterprise Products,,,,72,,1,0,,8/4/18,Energy,Oil & Gas Midstream,12/27/20,,,9.18,-23.64,-1.66,1.8,5.48,8.42,,,67.9,16.09,7.26,18.28
PYPL,PayPal Holdings,1.9,-1%,"innovation, hiring, earnings",78,4,0,0,yes,8/4/18,Financial Services,Credit Services,1/1/21,3142,nan,—,116.51,47.07,45.27,—,—,,—,2.3,15.48,5.43,17.97
EQR,Equity Residential,,,,87,,1,0,,8/4/18,Real Estate,REIT - Residential,12/27/20,,,4.1,-24.64,0.59,-0.35,5.64,6.11,,,14.9,35.85,4.55,9.19
EQT,EQT Corporation,,,,44,,1,0,,8/4/18,Energy,Oil & Gas E&P,12/27/20,,,0.4,28.95,-17.94,-10.1,-3.18,-0.07,,,0,-82.74,-11.7,-22.36
ERIC,Telefonaktiebolaget LM Ericsson,,,,,,,,,,,,12/27/20,14391,,1.3,34.53,22.3,5.3,2.71,-0.52,,39914,0.3,6.28,5.09,17.87
ES,Eversource Energy,,,,79,,1,0,,8/4/18,Utilities,Utilities - Regulated Electric,12/27/20,,,1.91,1.58,12.77,12.47,12.15,11.78,,,3.1,13.57,2.84,9.07
ESIO,Electroc Scientific Industries,,,,,,1,0,no,8/4/18,Technology,Semiconductors,,,,,,,,,,,,,,,
NKE,Nike,,,"innovation, hiring, earnings",61,,0,0,yes,8/4/18,Consumer Cyclical,Footwear & Accessories,12/28/20,,,,42.41,31.63,18.19,21.27,19.07,,,1.9,7.2,9.04,29.2
ESS,"Essex Property Trust, Inc.",,,,64,,1,0,,8/4/18,Real Estate,REIT - Residential,12/27/20,,,3.33,-18.77,2.21,2.42,9.92,8.39,,,27.7,39.89,4.56,9.78
SNPS,Synopsys,1.9,2%,"innovation, hiring, earnings",77,4,,,yes,,,,1/1/21,664,nan,nan,86.24,44.88,41.56,25.42,18.6,43.34,1279,3.3,18.03,9.2,14.78
ESV,Ensco plc,,,,,,1,0,,8/4/18,Energy,Oil & Gas Drilling,,,,,,,,,,,,,,,
ET,Energy Transfer,,,,,,,,,,Energy,Oil & Gas Midstream,12/27/20,,,17.27,-42.56,-16.11,-1.84,5.21,—,,,1.2,-0.56,-0.25,-1.21
TCEHY,Tencent Holdings Ltd,,,,76,4.3,,,yes,11/3/20,,,12/28/20,,,0.21,44.61,10.34,28.99,31.74,—,,,1.4,24.41,10.52,22.56
ETP,Energy Transfer Partners L.P.,,,,66,,1,no,too early,8/4/18,,,,,,,,,,,,,,,,,
ETR,Entergy,,,,58,,1,0,,8/4/18,Utilities,Utilities - Diversified,12/27/20,,,3.44,-17.04,9.81,10.52,6.14,5,,,3.8,13.57,2.6,13.32
PAYC,Paycom Software,,,,89,4.5,,,,,,,1/1/21,164,nan,—,70.82,77.9,64.43,—,—,,83,4.6,20.2,8.07,29.7
MTCH,"Match Group, Inc.",,,,70,3.8,,,too early,,Technology,Internet Content & Information,1/1/21,88,nan,—,69.26,51.08,47.67,30.96,14.73,,357,2.9,1.77,1.61,12.16
EVH,Evolent Health Inc,,,,,,,,,,,,12/29/20,,,,85.65,8.68,5.54,—,—,,,0,-52.45,-33.34,-59.57
NFLX,Netflix,,,,77,4,0,0,yes,11/3/20,Consumer Cyclical,Media - Diversified,1/1/21,2806,nan,—,67.11,41.23,36.44,35.93,39.01,,1752,2.3,11.78,8.07,32.64
ADBE,Adobe Systems,1.8,10%,"innovation, hiring, earnings",87,4.3,0,0,yes,11/3/20,Technology,Software - Infrastructure,1/1/21,3861,nan,—,51.64,41.84,39.72,32.15,18.97,36.864,2130,2.5,31.05,18.18,35.17
DXCM,"DexCom, Inc.",,,,78,3.9,,,no,,Healthcare,Diagnostics & Research,12/29/20,231,,,66.11,84.88,34.7,38.71,23.33,,320,2.6,12.69,7.68,20.42
EXC,Exelon,,,,60,,1,0,,8/4/18,Utilities,Utilities - Diversified,12/27/20,,,3.73,-4.32,5.79,11.94,3.11,1.3,,,64.2,7.14,1.9,7.32
EXEL,Exelixis,,,,,,,,,,,,12/29/20,152,,,12.58,-12.94,30.15,8.72,5.11,,488,0.6,15.88,7.81,8.8
EXP,Eagle Materials Inc.,,,,,,,,,,Basic Materials,Building Materials,12/27/20,,,0.22,10.82,-2.77,10.71,13.96,6.62,,,0,9.56,5.77,13.77
EXPD,Expeditors International of Washington,,,,50,,1,0,,8/4/18,Industrials,Integrated Shipping & Logistics,12/27/20,,,1.16,23.78,14.64,16.66,6.38,7.57,,,3,7.06,15.74,26.96
EXPE,Expedia,,,,73,,0,0,yes,8/4/18,Consumer Cyclical,Leisure,12/27/20,,,0.55,17.04,2.62,0.86,12.09,8.61,,,34.6,-31.3,-10.71,-75.62
EXPN,Experian PLC,,,,61,3.7,1,0,yes,9/8/19,Industrials,Business Services,12/27/20,,,,8.57,21.98,19.71,14.17,—,,,2,12.69,7.39,27.14
EXPR,Express,,,,36,,0,0,,8/4/18,Consumer Cyclical,Apparel Stores,1/1/21,-494,nan,—,-81.31,-55.24,-44.5,-26.13,—,,—,0,-35.66,-26.34,-161.94
EXR,Extra Space Storage,,,,76,,1,0,yes,8/4/18,Real Estate,REIT - Industrial,12/27/20,,,3.19,13.02,13.2,8.22,23.02,16.06,,,0,32.67,5.12,17.81
EYE,National Vision Holdings,,,,,,,,,,,,12/29/20,,,,40.57,4.76,—,—,—,,,0,0.32,0.23,0.63
F,Ford Motor,,,,54,,1,0,,8/4/18,Consumer Cyclical,Auto Manufacturers,12/27/20,,,3.3,-4.86,-6.33,-3.72,-2.12,3.78,,,0.4,-0.12,-0.06,-0.48
FAF,First American Financial,,,,,,,,,,Financial Services,Insurance - Specialty,12/29/20,,,,-7.44,0.31,10.42,15.34,—,,,0,9.61,5.24,14.28
ASML,ASML Holding ADR,,,innovation,79,,1,0,maybe,8/4/18,Technology,Semiconductor Equipment & Materials,12/24/20,3287,24749,0.65,64.77,41,40.11,26.04,20.84,,2161,2.2,24.25,14.46,25.86
FB,Facebook,,,,91,,0,no,yes,8/4/18,Technology,Internet Content & Information,1/1/21,25276,nan,—,33.09,15.68,21.15,—,—,,17118,0.9,32.01,18.66,23.88
EQIX,Equinix,,,,84,,1,0,,8/4/18,Real Estate,REIT - Diversified,12/27/20,,,1.52,25.01,18.09,20.36,25.37,21.72,,,3,7.58,1.8,4.59
FCAU,Fiat Chrysler Automobiles N.V.,,,,,,,,,,,,12/29/20,,,,21.05,3.24,11.97,—,—,,,1.8,,,
FCX,Freeport-McMoRan,,,,51,,1,0,,8/4/18,Basic Materials,Copper,12/27/20,,,0.21,91.22,11.65,27.18,-5.96,1.95,,,0,-0.76,-0.25,-1.1
TTWO,Take-Two Interactive Software,,,,77,4,1,0,no,8/4/18,Technology,Electronic Gaming & Multimedia,12/28/20,474,,,61.58,22.43,41.26,32.14,17.64,,299,3.5,14.1,8.9,18.66
FDX,FedEx,,,,62,,0,0,,8/4/18,Industrials,Integrated Shipping & Logistics,12/27/20,,,0.91,80.01,3.41,13.33,11.78,6.92,,,1,3.28,3.24,12.34
FE,FirstEnergy,,,,52,,1,0,,8/4/18,Utilities,Utilities - Diversified,12/27/20,,,5.87,-35.56,3.91,2.61,2.31,0.93,,,3.1,6.67,1.73,10.08
FFIV,F5 Networks,,,,49,,0,0,,8/4/18,Technology,Software - Infrastructure,1/1/21,307,nan,—,25.99,10.27,12.66,3.06,12.88,,441,1,13.08,7.62,15.4
FGEN,"FibroGen, Inc.",,,,,,,,,,Healthcare,Biotechnology,12/29/20,,,,-13.32,-7.24,5.28,—,—,,,0,-191.78,-26.82,-43.74
ETSY,Etsy,1.8,-7%,"innovation, earnings",68,3.9,,,yes,11/3/20,,,12/29/20,232,,,296,105.08,83.68,,,,165,3.9,16.83,12.49,43.94
AMZN,Amazon.com,1.7,15%,"innovation, hiring, sustainability, earnings",71,3.9,yes,0,yes,11/5/20,Consumer Cyclical,Specialty Retail,1/1/21,17377,nan,—,76.26,40.69,36.96,33.58,32.62,51.30333333,40431,1.3,4.99,7.22,24.95
FIS,Fidelity National Information Services,,,,52,,0,0,,8/4/18,Industrials,Business Services,12/27/20,,,0.94,3.13,15.38,19.2,18.64,10.13,,,1.3,-0.83,-0.12,-0.21
FISV,Fiserv,,,,49,,1,0,,8/4/18,Industrials,Business Services,1/1/21,905,nan,—,-1.53,20.2,20.01,22.77,16.99,,—,1.3,6.01,1.2,2.81
FIT,Fitbit,,,,29,,0,0,,8/4/18,Technology,Scientific & Technical Instruments,12/29/20,,,,4.63,4.68,-25.66,—,—,,,0,-19.7,-20.21,-52.99
FITB,Fifth Third Bancorp,,,,43,3.3,1,0,,9/8/19,Financial Services,Banks - Regional - US,12/27/20,,,4.14,-7.53,-0.86,8.71,8.71,-0.22,,,0,19.44,0.78,7.15
MNST,Monster Beverage,,,,63,,0,0,yes,8/4/18,Consumer Defensive,Beverages - Soft Drinks,1/1/21,1193,nan,—,45.52,13.48,13.25,26.64,24.92,,—,2.8,26.99,22.02,27.3
FL,Foot Locker,,,,47,,0,0,,8/4/18,Consumer Cyclical,Footwear & Accessories,12/27/20,,,3.5,0.52,-2.91,-6.87,9.71,5.58,,,0,4.41,4.9,13.17
FLEX,Flex Ltd.,,,,,,,,,,Technology,Contract Manufacturers,12/29/20,,,,41.96,-0.15,9.74,8.62,3.55,,,0,1.41,2.22,10.96
FLIR,FLIR Systems,,,,67,3.7,1,0,maybe,9/8/19,Technology,Scientific & Technical Instruments,12/27/20,139,,1.78,-13.74,-0.58,10.68,5.23,10.26,,211,2.9,7.36,4.34,7.56
FLR,Fluor,,,,44,,1,0,,8/4/18,Industrials,Engineering & Construction,12/27/20,,,1.16,-10.23,-29.17,-16.45,-9.89,-2.78,,,0,-4.22,-7.49,-42.24
FLS,Flowserve,,,,33,,1,0,,8/4/18,Industrials,Diversified Industrials,12/27/20,,,2.32,-24.66,-1.8,-1.13,0.97,8.49,,,2.9,3.85,2.96,8.59
FLT,Fleetcor Tech,,,,,,,,,,,,1/1/21,730,nan,—,-5.18,12.34,13.8,24.33,—,,—,1.2,29.54,6.34,21.35
TSLA,Tesla,2.8,-64%,"innovation, hiring, sustainability, earnings",56,3.6,1,0,pass,11/3/20,Consumer Cyclical,Auto Manufacturers,1/1/21,556,nan,—,743.44,124.62,71.19,63.01,—,,1314,1.4,1.97,1.42,5.04
FMCC,Freddie Mac,,,,62,,1,0,,8/4/18,Financial Services,Specialty Finance,1/1/21,7005,nan,—,-22.43,-2.58,7.54,22.56,-14.27,,—,0,nan,nan,nan
FNF,Fidelity National Financial,,,,41,,1,0,,8/4/18,Financial Services,Insurance - Specialty,12/27/20,,,3.67,-11.02,2.96,10.84,16.76,7.4,,,0,10.31,3.2,15.73
FNMA,Fannie Mae,,,,58,,1,0,,8/4/18,Financial Services,Specialty Finance,12/29/20,,,,-26.3,-5.15,5.95,22.01,-12.86,,,0,,,
FOSL,Fossil Group Inc,,,,,,,,,,Consumer Cyclical,Footwear & Accessories,12/29/20,,,,18.35,6.05,-24.23,-18.57,-5.29,,,0,-5.51,-6.26,-21.25
FOXA,Twenty-First Century Fox (Class A),,,,51,,0,0,,8/4/18,Consumer Cyclical,Broadcasting - TV,12/27/20,,,1.6,-22.87,—,—,—,—,,,0,13,7.46,15.21
SGEN,"Seattle Genetics, Inc.",,,,90,4.1,,,,11/3/20,Healthcare,Biotechnology,1/1/21,472,nan,—,53.28,48.48,31.3,27.9,27.24,,812,0,25.34,18.52,23.4
FRT,Federal Realty Investment Trust,,,,68,,1,0,,8/4/18,Real Estate,REIT - Retail,12/27/20,,,4.83,-28.47,-8.8,-6.31,4.74,5.28,,,32.4,20.5,2.45,7.83
FSLR,First Solar,,,,48,,1,0,,8/4/18,Technology,Solar,1/1/21,223,nan,—,76.77,13.58,8.43,-2.71,—,,96,1.1,6.38,3.18,4.22
ISRG,Intuitive Surgical,,,,94,,1,0,yes,8/4/18,Healthcare,Medical Instruments & Supplies,1/1/21,1053,nan,—,38.39,30.88,35.06,25.28,22.48,,602,6,24.45,10.67,12.38
FTI,TechnipFMC,,,,31,,1,0,,8/4/18,Energy,Oil & Gas Equipment & Services,12/27/20,,,3.13,-54.92,-30.25,-14.14,-8.72,—,,,1,-42.41,-25.92,-79.37
BLK,BlackRock,,,,69,,1,0,yes,8/4/18,Financial Services,Asset Management,12/27/20,,,2.03,44.44,13.41,17.82,15.55,14.37,,,2.7,29.83,2.85,14.14
FBHS,Fortune Brands Home & Security,,,,100,,1,0,,8/4/18,Consumer Cyclical,Home Furnishings & Fixtures,12/27/20,,,1.15,37.85,10.2,10.58,—,—,,,1.7,8.36,7.71,19.89
FTS,Fortis,,,,,,,,,,,,12/27/20,,,3.61,3.05,7.79,11.73,4.43,6.46,,,0,13.73,2.24,7.36
FTV,Fortive,,,,72,3.8,,,,9/8/19,Technology,Scientific & Technical Instruments,12/27/20,591,,0.4,7.2,4.39,—,—,—,,442,42.1,7.25,3.08,7.03
GBCI,"Glacier Bancorp, Inc.",,,,,,,,,,Financial Services,Banks - Regional - US,12/27/20,,,2.87,1.92,7.92,13.9,13.55,7.06,,,0,33.87,1.53,11.5
GCI,Gannett Co,,,,23,,1,0,,8/4/18,Consumer Cyclical,Publishing,12/27/20,,,13.38,-56.49,-30.22,-15.46,—,—,,,0,-19.92,-26.89,-122.37
GD,General Dynamics,,,,45,,1,0,,8/4/18,Industrials,Aerospace & Defense,12/27/20,,,2.89,-14.25,-7.39,3.64,9.64,8.1,,,3.6,8.33,6.43,22.57
BIP,Brookfield Infrastructure Partners,,,,,,,,,,,,12/27/20,,,4,12.78,10.89,19.82,17.4,—,,,0,-0.67,-0.11,-1.03
SYK,Stryker,,,,,,1,0,,8/4/18,Healthcare,Medical Devices,12/28/20,1756,,0.99,13.13,16.44,21.18,16.71,12.04,,983,3.8,12.35,5.96,13.88
GE,General Electric,,,,58,,1,0,,8/4/18,Industrials,Diversified Industrials,12/27/20,,,0.39,-4.47,-13.36,-15.82,-0.63,-3.29,,,6.7,3.96,1.29,10.87
GEF,"Greif, Inc.",,,,,,,,,,Consumer Cyclical,Packaging & Containers,12/27/20,,,3.62,9.61,-5.02,11.52,0.16,5.09,,,0,2.41,1.99,9.52
GERN,Geron Corporation,,,,,,,,,,Healthcare,Biotechnology,12/29/20,,,,13.77,-4.98,-20.23,-10.73,-10.35,,,0,,,
GGP,General Growth Properties Inc.,,,,39,,1,0,no,8/4/18,Real Estate,Retail REITs,12/27/20,,,,2097.06,177.12,241.85,31.18,—,,,0,,,
MTN,Vail Resorts,,,,,,,,,,,,12/28/20,,,1.28,13.39,10.57,18.36,19.01,15.8,,,0,2.82,0.98,4.18
GIII,G-III Apparel Group,,,,,,,,,,,,1/1/21,34,nan,—,-29.13,-13.66,-11.71,3.05,11.59,,—,0,1.5,1.27,2.66
GIL,Gildan Activewear Inc.,,,,,,,,,,Consumer Cyclical,Apparel Manufacturing,12/28/20,,,1.1,-3.23,-3.16,0.71,7.98,7.38,,,0,-13.34,-8.19,-15.13
GILD,Gilead Sciences,,,,58,,1,0,,8/4/18,Healthcare,Drug Manufacturers - Major,12/28/20,1268,,4.4,-10.39,-3.87,-7.93,14.43,11.5,,11152,0.4,5.48,2.11,6.67
GIS,General Mills,,,,31,,0,0,,8/4/18,Consumer Defensive,Packaged Foods,12/28/20,,,3.26,15.35,2.65,3.23,7.84,8.14,,,3.9,13.16,7.67,29.6
GL,Global Life Inc,,,,42,,1,0,yes,8/4/18,Financial Services,Insurance - Life,1/1/21,715,nan,—,-9.08,2.26,11.42,14.21,9.87,,—,0,15.38,2.65,9.2
GLP,Global Partners,,,,44,,1,0,,8/4/18,Energy,Oil & Gas Midstream,12/28/20,,,11.24,-8.34,11.62,8.98,3.51,6.21,,,0,0.94,3.45,18
TTD,"The Trade Desk, Inc.",,,"hiring, earnings",86,3.7,,,maybe,11/3/20,Technology,Software - Application,1/1/21,141,nan,—,208.34,159.7,—,—,—,,151,7.7,19.31,7.96,20.67
GLW,Corning,,,,65,,1,0,,8/4/18,Technology,Electronic Components,12/28/20,292,,2.35,28.9,6.1,16.5,7.94,5.08,,1200,1.5,1.8,0.67,1.84
GM,General Motors,,,,63,,1,0,,8/4/18,Consumer Cyclical,Auto Manufacturers,12/28/20,,,1.73,14.71,2.31,6.78,3.82,—,,,0.7,2.78,1.36,7.31
GME,GameStop,,,,27,,1,0,,8/4/18,Consumer Cyclical,Specialty Retail,1/1/21,-275,nan,—,209.87,4.93,-3.27,2.18,3.94,,—,0,-5.32,-9.56,-57.9
INFO,HIS Markit Ltd,,,,,,,,,,,,12/28/20,,,0.68,15.87,24.55,21.62,14.53,19.76,,,2.1,21.45,5.74,10.97
GNTX,Gentex Corporation,,,,12,2.3,,,,9/8/19,Consumer Cyclical,Auto Parts,12/28/20,304,,1.46,18.57,19.01,17,9.67,9.39,,115,2,19.01,13.97,15.96
GNW,Genworth Financial,,,,,,,,,,Financial Services,Insurance - Life,1/1/21,-106,nan,—,-14.09,6.72,0.27,-11.71,-12.26,,—,0,-1.26,-0.1,-0.73
GOGO,Gogo,,,,,,,,,,,,12/29/20,,,,55.43,-5.25,-12.17,—,—,,,0,,,
Gold,Barrick Gold,,,,,,,,,,,,12/28/20,,,1.34,26.76,17.59,24.86,-6.69,0.09,,,0,24.81,6.73,14.09
AAGIY,AIA Group,,,,,,,,,,Financial Services,Insurance‚ÄîLife,12/24/20,,23000,1.51,16.34,13.89,14.93,—,—,,,0,12.87,2.01,10.28
SPGI,S&P Global,,,,,,1,0,yes,8/4/18,Financial Services,Capital Markets,12/28/20,,,0.76,17.16,24.46,27.36,24.89,13.29,,,3.5,33.19,22.42,615.74
GPC,Genuine Parts,,,,39,,1,0,,8/4/18,Consumer Cyclical,Specialty Retail,12/28/20,,,3.18,-2.84,4.47,5.73,9.32,7.6,,,2.4,-1.04,-1.37,-5.75
GPI,Group 1 Automotive,,,,,,,,,,Consumer Cyclical,Auto & Truck Dealerships,12/28/20,,,0.75,17.89,17.52,10.16,11.67,9.71,,,0.6,2.06,4.39,17.78
GPK,Graphic Packaging Holding,,,,,,,,,,Consumer Cyclical,Packaging & Containers,12/28/20,,,1.96,2.26,5.35,7.61,16.67,14.74,,,0,2.12,1.83,9.12
YUMC,Yum China Holdings,,,,,,,,,,,,12/29/20,,,,17.88,12.72,—,—,—,,,2.8,9,8.46,16.09
GPRO,"GoPro, Inc.",,,,,,,,,,Technology,Consumer Electronics,12/29/20,,,,99.07,3.6,-13.76,—,—,,,0,-1.45,-2.33,-11.2
GPS,Gap,,,,40,,0,0,,8/4/18,Consumer Cyclical,Apparel Stores,12/28/20,,,1.16,17.19,-13.1,-0.74,2.61,3.47,,,0,-7.71,-7.6,-36.07
SSNC,SS&C Technologies Holdings Inc,,,,,,,,,,,,12/28/20,570,,0.77,18.12,21.73,16.6,21.88,—,,399,2.3,12.2,3.63,11.17
GRPN,Groupon,,,,36,,0,0,,8/4/18,Technology,Internet Content & Information,12/29/20,,,,-14.18,-26.62,-8.63,—,—,,,1.7,-13.34,-16.53,-112.72
GRUB,GrubHub,,,,70,,0,0,yes,8/4/18,Technology,Internet Content & Information,1/1/21,-116,nan,—,52.69,1.13,25.14,—,—,,—,13.2,-6.99,-4.83,-7.81
GS,Goldman Sachs Group,,,,53,,1,0,,8/4/18,Financial Services,Capital Markets,12/28/20,,,2.17,13.59,1.21,8.47,5.41,5.62,,,2,16.04,0.59,7.74
GSK,GlaxoSmithKline,,,,,,,,,,,,12/28/20,6371,,5.51,-18.62,6.42,2.84,4.22,2.02,,4871,10.8,18.6,7.76,48.9
GT,Goodyear Tire & Rubber,,,,50,,1,0,,8/4/18,Consumer Cyclical,Rubber & Plastics,12/28/20,,,3.07,-29.96,-29.04,-17.56,0.96,-2.1,,,0,-13.81,-9.91,-44.42
ROP,Roper Industries,,,,,,1,0,yes,8/4/18,Industrials,Diversified Industrials,12/28/20,,,0.48,19.51,17.93,17.67,18.85,17.29,,,2.2,28.89,7.55,16.71
H,Hyatt Hotels,,,,68,,1,0,,8/4/18,Consumer Cyclical,Lodging,12/28/20,,,0.54,-18.63,0.64,9.06,5.03,—,,,0,-6.14,-2.06,-5.04
HAL,Halliburton,,,,46,,1,0,,8/4/18,Energy,Oil & Gas Equipment & Services,12/28/20,,,2.71,-21.46,-24.13,-8.61,-4.67,-1.18,,,2.5,-26.61,-18.31,-58.39
HAS,Hasbro,,,,68,,0,0,,8/4/18,Consumer Cyclical,Leisure,12/28/20,385,,2.92,-8.78,2.59,9.24,8.8,12.32,,248,2.8,7.44,4.73,16.67
HBAN,Huntington Bancshares,,,,52,,1,0,,8/4/18,Financial Services,Banks - Regional - US,12/28/20,,,4.97,-14.52,-1.72,5.53,8.52,-1.82,,,4,15.51,0.64,6.85
HBI,Hanesbrands,,,,37,,1,0,,8/4/18,Consumer Cyclical,Apparel Manufacturing,12/28/20,,,4.23,3.26,-7.05,-9.66,11.17,—,,,2.1,6.68,5.54,37.11
AYX,Alteryx,,,,,,,,,,,,12/29/20,,,,21.76,68.98,—,—,—,,,0,-3.2,-1.21,-3.82
PTON,Peloton Interactive,,,earning,69,3.9,,,maybe,,,,1/1/21,48,nan,—,434.23,—,—,—,—,,108,0,2.02,1.62,2.81
FTAI,Fortress Transportation and Infrastructure,,,,,,,,,,,,12/27/20,,,6.32,24.1,10.73,21.96,—,—,,,0,30.77,4.27,12.45
CZR,Caesars Entertainment Corp,,,,,,1,0,,8/4/18,Consumer Cyclical,Resorts & Casinos,12/29/20,,,,24.48,30.68,45.66,—,—,,,0,-47.29,-5.74,-54.04
VRSK,Verisk Analytics,,,,74,3.9,1,0,yes,1/2/21,Industrials,Business Services,12/28/20,,,0.53,40.71,29.62,22.17,19.86,—,,,0,24.33,9.9,29.82
HDS,HD Supply Holdings,,,,40,,1,0,no,8/4/18,Industrials,Industrial Distribution,12/28/20,,,,38.59,12.46,13.01,—,—,,,10.4,31.55,37.23,88.29
HES,Hess,,,,28,,1,0,,8/4/18,Energy,Oil & Gas E&P,12/28/20,,,2.12,-18.89,6.35,2.97,-1.99,2.74,,,0,-63.99,-15.85,-43.42
